product_master_id,artist_id,artist_name,product_id,product_name,version_id,version_name,member_id,member_name,card_type,card_detail,release_date,visual_features,front_image_url,back_image_url
PM00580,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000009,MINGYU,photocard,photocard 2,2019/09/16,,,
PM00581,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000009,MINGYU,photocard,photocard 3,2019/09/16,,,
PM00582,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000009,MINGYU,photocard,photocard 4,2019/09/16,,,
PM00583,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000010,DK,photocard,photocard 1,2019/09/16,,,
PM00584,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000010,DK,photocard,photocard 2,2019/09/16,,,
PM00585,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000010,DK,photocard,photocard 3,2019/09/16,,,
PM00586,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000010,DK,photocard,photocard 4,2019/09/16,,,
PM00587,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000011,SEUNGKWAN,photocard,photocard 1,2019/09/16,,,
PM00588,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000011,SEUNGKWAN,photocard,photocard 2,2019/09/16,,,
PM00589,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000011,SEUNGKWAN,photocard,photocard 3,2019/09/16,,,
PM00590,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000011,SEUNGKWAN,photocard,photocard 4,2019/09/16,,,
PM00591,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000012,VERNON,photocard,photocard 1,2019/09/16,,,
PM00592,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000012,VERNON,photocard,photocard 2,2019/09/16,,,
PM00593,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000012,VERNON,photocard,photocard 3,2019/09/16,,,
PM00594,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000012,VERNON,photocard,photocard 4,2019/09/16,,,
PM00595,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000013,DINO,photocard,photocard 1,2019/09/16,,,
PM00596,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000013,DINO,photocard,photocard 2,2019/09/16,,,
PM00597,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000013,DINO,photocard,photocard 3,2019/09/16,,,
PM00598,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_02,the poet,A000013,DINO,photocard,photocard 4,2019/09/16,,,
PM00599,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000001,S.COUPS,photocard,photocard 1,2019/09/16,,,
PM00600,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000001,S.COUPS,photocard,photocard 2,2019/09/16,,,
PM00601,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000001,S.COUPS,photocard,photocard 3,2019/09/16,,,
PM00602,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000001,S.COUPS,photocard,photocard 4,2019/09/16,,,
PM00603,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000002,JEONGHAN,photocard,photocard 1,2019/09/16,,,
PM00604,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000002,JEONGHAN,photocard,photocard 2,2019/09/16,,,
PM00605,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000002,JEONGHAN,photocard,photocard 3,2019/09/16,,,
PM00606,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000002,JEONGHAN,photocard,photocard 4,2019/09/16,,,
PM00607,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000003,JOSHUA,photocard,photocard 1,2019/09/16,,,
PM00608,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000003,JOSHUA,photocard,photocard 2,2019/09/16,,,
PM00609,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000003,JOSHUA,photocard,photocard 3,2019/09/16,,,
PM00610,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000003,JOSHUA,photocard,photocard 4,2019/09/16,,,
PM00611,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000004,JUN,photocard,photocard 1,2019/09/16,,,
PM00612,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000004,JUN,photocard,photocard 2,2019/09/16,,,
PM00613,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000004,JUN,photocard,photocard 3,2019/09/16,,,
PM00614,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000004,JUN,photocard,photocard 4,2019/09/16,,,
PM00615,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000005,HOSHI,photocard,photocard 1,2019/09/16,,,
PM00616,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000005,HOSHI,photocard,photocard 2,2019/09/16,,,
PM00617,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000005,HOSHI,photocard,photocard 3,2019/09/16,,,
PM00618,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000005,HOSHI,photocard,photocard 4,2019/09/16,,,
PM00619,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000006,WONWOO,photocard,photocard 1,2019/09/16,,,
PM00620,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000006,WONWOO,photocard,photocard 2,2019/09/16,,,
PM00621,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000006,WONWOO,photocard,photocard 3,2019/09/16,,,
PM00622,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000006,WONWOO,photocard,photocard 4,2019/09/16,,,
PM00623,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000007,WOOZI,photocard,photocard 1,2019/09/16,,,
PM00624,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000007,WOOZI,photocard,photocard 2,2019/09/16,,,
PM00625,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000007,WOOZI,photocard,photocard 3,2019/09/16,,,
PM00626,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000007,WOOZI,photocard,photocard 4,2019/09/16,,,
PM00627,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000008,THE 8,photocard,photocard 1,2019/09/16,,,
PM00628,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000008,THE 8,photocard,photocard 2,2019/09/16,,,
PM00629,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000008,THE 8,photocard,photocard 3,2019/09/16,,,
PM00630,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000008,THE 8,photocard,photocard 4,2019/09/16,,,
PM00631,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000009,MINGYU,photocard,photocard 1,2019/09/16,,,
PM00632,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000009,MINGYU,photocard,photocard 2,2019/09/16,,,
PM00633,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000009,MINGYU,photocard,photocard 3,2019/09/16,,,
PM00634,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000009,MINGYU,photocard,photocard 4,2019/09/16,,,
PM00635,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000010,DK,photocard,photocard 1,2019/09/16,,,
PM00636,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000010,DK,photocard,photocard 2,2019/09/16,,,
PM00637,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000010,DK,photocard,photocard 3,2019/09/16,,,
PM00638,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000010,DK,photocard,photocard 4,2019/09/16,,,
PM00639,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000011,SEUNGKWAN,photocard,photocard 1,2019/09/16,,,
PM00640,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000011,SEUNGKWAN,photocard,photocard 2,2019/09/16,,,
PM00641,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000011,SEUNGKWAN,photocard,photocard 3,2019/09/16,,,
PM00642,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000011,SEUNGKWAN,photocard,photocard 4,2019/09/16,,,
PM00643,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000012,VERNON,photocard,photocard 1,2019/09/16,,,
PM00644,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000012,VERNON,photocard,photocard 2,2019/09/16,,,
PM00645,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000012,VERNON,photocard,photocard 3,2019/09/16,,,
PM00646,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000012,VERNON,photocard,photocard 4,2019/09/16,,,
PM00647,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000013,DINO,photocard,photocard 1,2019/09/16,,,
PM00648,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000013,DINO,photocard,photocard 2,2019/09/16,,,
PM00649,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000013,DINO,photocard,photocard 3,2019/09/16,,,
PM00650,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_03,hope,A000013,DINO,photocard,photocard 4,2019/09/16,,,
PM00651,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000001,S.COUPS,photocard,photocard 1,2019/09/16,,,
PM00652,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000001,S.COUPS,photocard,photocard 2,2019/09/16,,,
PM00653,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000001,S.COUPS,photocard,photocard 3,2019/09/16,,,
PM00654,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000001,S.COUPS,photocard,photocard 4,2019/09/16,,,
PM00655,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000002,JEONGHAN,photocard,photocard 1,2019/09/16,,,
PM00656,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000002,JEONGHAN,photocard,photocard 2,2019/09/16,,,
PM00657,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000002,JEONGHAN,photocard,photocard 3,2019/09/16,,,
PM00658,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000002,JEONGHAN,photocard,photocard 4,2019/09/16,,,
PM00659,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000003,JOSHUA,photocard,photocard 1,2019/09/16,,,
PM00660,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000003,JOSHUA,photocard,photocard 2,2019/09/16,,,
PM00661,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000003,JOSHUA,photocard,photocard 3,2019/09/16,,,
PM00662,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000003,JOSHUA,photocard,photocard 4,2019/09/16,,,
PM00663,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000004,JUN,photocard,photocard 1,2019/09/16,,,
PM00664,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000004,JUN,photocard,photocard 2,2019/09/16,,,
PM00665,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000004,JUN,photocard,photocard 3,2019/09/16,,,
PM00666,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000004,JUN,photocard,photocard 4,2019/09/16,,,
PM00667,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000005,HOSHI,photocard,photocard 1,2019/09/16,,,
PM00668,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000005,HOSHI,photocard,photocard 2,2019/09/16,,,
PM00669,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000005,HOSHI,photocard,photocard 3,2019/09/16,,,
PM00670,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000005,HOSHI,photocard,photocard 4,2019/09/16,,,
PM00671,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000006,WONWOO,photocard,photocard 1,2019/09/16,,,
PM00672,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000006,WONWOO,photocard,photocard 2,2019/09/16,,,
PM00673,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000006,WONWOO,photocard,photocard 3,2019/09/16,,,
PM00674,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000006,WONWOO,photocard,photocard 4,2019/09/16,,,
PM00675,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000007,WOOZI,photocard,photocard 1,2019/09/16,,,
PM00676,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000007,WOOZI,photocard,photocard 2,2019/09/16,,,
PM00677,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000007,WOOZI,photocard,photocard 3,2019/09/16,,,
PM00678,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000007,WOOZI,photocard,photocard 4,2019/09/16,,,
PM00679,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000008,THE 8,photocard,photocard 1,2019/09/16,,,
PM00680,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000008,THE 8,photocard,photocard 2,2019/09/16,,,
PM00681,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000008,THE 8,photocard,photocard 3,2019/09/16,,,
PM00682,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000008,THE 8,photocard,photocard 4,2019/09/16,,,
PM00683,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000009,MINGYU,photocard,photocard 1,2019/09/16,,,
PM00684,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000009,MINGYU,photocard,photocard 2,2019/09/16,,,
PM00685,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000009,MINGYU,photocard,photocard 3,2019/09/16,,,
PM00686,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000009,MINGYU,photocard,photocard 4,2019/09/16,,,
PM00687,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000010,DK,photocard,photocard 1,2019/09/16,,,
PM00688,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000010,DK,photocard,photocard 2,2019/09/16,,,
PM00689,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000010,DK,photocard,photocard 3,2019/09/16,,,
PM00690,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000010,DK,photocard,photocard 4,2019/09/16,,,
PM00691,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000011,SEUNGKWAN,photocard,photocard 1,2019/09/16,,,
PM00692,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000011,SEUNGKWAN,photocard,photocard 2,2019/09/16,,,
PM00693,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000011,SEUNGKWAN,photocard,photocard 3,2019/09/16,,,
PM00694,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000011,SEUNGKWAN,photocard,photocard 4,2019/09/16,,,
PM00695,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000012,VERNON,photocard,photocard 1,2019/09/16,,,
PM00696,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000012,VERNON,photocard,photocard 2,2019/09/16,,,
PM00697,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000012,VERNON,photocard,photocard 3,2019/09/16,,,
PM00698,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000012,VERNON,photocard,photocard 4,2019/09/16,,,
PM00699,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000013,DINO,photocard,photocard 1,2019/09/16,,,
PM00700,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000013,DINO,photocard,photocard 2,2019/09/16,,,
PM00701,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000013,DINO,photocard,photocard 3,2019/09/16,,,
PM00702,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_04,truth,A000013,DINO,photocard,photocard 4,2019/09/16,,,
PM00703,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000001,S.COUPS,photocard,photocard 1,2019/09/16,,,
PM00704,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000001,S.COUPS,photocard,photocard 2,2019/09/16,,,
PM00705,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000001,S.COUPS,photocard,photocard 3,2019/09/16,,,
PM00706,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000001,S.COUPS,photocard,photocard 4,2019/09/16,,,
PM00707,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000002,JEONGHAN,photocard,photocard 1,2019/09/16,,,
PM00708,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000002,JEONGHAN,photocard,photocard 2,2019/09/16,,,
PM00709,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000002,JEONGHAN,photocard,photocard 3,2019/09/16,,,
PM00710,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000002,JEONGHAN,photocard,photocard 4,2019/09/16,,,
PM00711,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000003,JOSHUA,photocard,photocard 1,2019/09/16,,,
PM00712,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000003,JOSHUA,photocard,photocard 2,2019/09/16,,,
PM00713,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000003,JOSHUA,photocard,photocard 3,2019/09/16,,,
PM00714,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000003,JOSHUA,photocard,photocard 4,2019/09/16,,,
PM00715,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000004,JUN,photocard,photocard 1,2019/09/16,,,
PM00716,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000004,JUN,photocard,photocard 2,2019/09/16,,,
PM00717,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000004,JUN,photocard,photocard 3,2019/09/16,,,
PM00718,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000004,JUN,photocard,photocard 4,2019/09/16,,,
PM00719,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000005,HOSHI,photocard,photocard 1,2019/09/16,,,
PM00720,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000005,HOSHI,photocard,photocard 2,2019/09/16,,,
PM00721,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000005,HOSHI,photocard,photocard 3,2019/09/16,,,
PM00722,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000005,HOSHI,photocard,photocard 4,2019/09/16,,,
PM00723,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000006,WONWOO,photocard,photocard 1,2019/09/16,,,
PM00724,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000006,WONWOO,photocard,photocard 2,2019/09/16,,,
PM00725,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000006,WONWOO,photocard,photocard 3,2019/09/16,,,
PM00726,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000006,WONWOO,photocard,photocard 4,2019/09/16,,,
PM00727,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000007,WOOZI,photocard,photocard 1,2019/09/16,,,
PM00728,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000007,WOOZI,photocard,photocard 2,2019/09/16,,,
PM00729,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000007,WOOZI,photocard,photocard 3,2019/09/16,,,
PM00730,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000007,WOOZI,photocard,photocard 4,2019/09/16,,,
PM00731,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000008,THE 8,photocard,photocard 1,2019/09/16,,,
PM00732,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000008,THE 8,photocard,photocard 2,2019/09/16,,,
PM00733,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000008,THE 8,photocard,photocard 3,2019/09/16,,,
PM00734,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000008,THE 8,photocard,photocard 4,2019/09/16,,,
PM00735,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000009,MINGYU,photocard,photocard 1,2019/09/16,,,
PM00736,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000009,MINGYU,photocard,photocard 2,2019/09/16,,,
PM00737,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000009,MINGYU,photocard,photocard 3,2019/09/16,,,
PM00738,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000009,MINGYU,photocard,photocard 4,2019/09/16,,,
PM00739,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000010,DK,photocard,photocard 1,2019/09/16,,,
PM00740,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000010,DK,photocard,photocard 2,2019/09/16,,,
PM00741,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000010,DK,photocard,photocard 3,2019/09/16,,,
PM00742,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000010,DK,photocard,photocard 4,2019/09/16,,,
PM00743,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000011,SEUNGKWAN,photocard,photocard 1,2019/09/16,,,
PM00744,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000011,SEUNGKWAN,photocard,photocard 2,2019/09/16,,,
PM00745,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000011,SEUNGKWAN,photocard,photocard 3,2019/09/16,,,
PM00746,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000011,SEUNGKWAN,photocard,photocard 4,2019/09/16,,,
PM00747,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000012,VERNON,photocard,photocard 1,2019/09/16,,,
PM00748,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000012,VERNON,photocard,photocard 2,2019/09/16,,,
PM00749,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000012,VERNON,photocard,photocard 3,2019/09/16,,,
PM00750,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000012,VERNON,photocard,photocard 4,2019/09/16,,,
PM00751,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000013,DINO,photocard,photocard 1,2019/09/16,,,
PM00752,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000013,DINO,photocard,photocard 2,2019/09/16,,,
PM00753,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000013,DINO,photocard,photocard 3,2019/09/16,,,
PM00754,A000000,SEVENTEEN,P_KR011,AN ODE,V_KR011_05,real,A000013,DINO,photocard,photocard 4,2019/09/16,,,
PM00755,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_01,regular,A000001,S.COUPS,photocard,photocard,2020/04/06,,,
PM00756,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_01,regular,A000002,JEONGHAN,photocard,photocard,2020/04/06,,,
PM00757,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_01,regular,A000003,JOSHUA,photocard,photocard,2020/04/06,,,
PM00758,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_01,regular,A000004,JUN,photocard,photocard,2020/04/06,,,
PM00759,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_01,regular,A000005,HOSHI,photocard,photocard,2020/04/06,,,
PM00760,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_01,regular,A000006,WONWOO,photocard,photocard,2020/04/06,,,
PM00761,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_01,regular,A000007,WOOZI,photocard,photocard,2020/04/06,,,
PM00762,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_01,regular,A000008,THE 8,photocard,photocard,2020/04/06,,,
PM00763,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_01,regular,A000009,MINGYU,photocard,photocard,2020/04/06,,,
PM00764,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_01,regular,A000010,DK,photocard,photocard,2020/04/06,,,
PM00765,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_01,regular,A000011,SEUNGKWAN,photocard,photocard,2020/04/06,,,
PM00766,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_01,regular,A000012,VERNON,photocard,photocard,2020/04/06,,,
PM00767,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_01,regular,A000013,DINO,photocard,photocard,2020/04/06,,,
PM00768,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_02,limited a,A000001,S.COUPS,photocard,photocard,2020/04/06,,,
PM00769,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_02,limited a,A000002,JEONGHAN,photocard,photocard,2020/04/06,,,
PM00770,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_02,limited a,A000003,JOSHUA,photocard,photocard,2020/04/06,,,
PM00771,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_02,limited a,A000004,JUN,photocard,photocard,2020/04/06,,,
PM00772,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_02,limited a,A000005,HOSHI,photocard,photocard,2020/04/06,,,
PM00773,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_02,limited a,A000006,WONWOO,photocard,photocard,2020/04/06,,,
PM00774,A000000,SEVENTEEN,P_KR012,FALLIN' FLOWER,V_KR012_02,limited a,A000007,WOOZI,photocard,photocard,2020/04/06,,,
